+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                          ;
+----------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:3:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:2:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:1:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2|g_xor2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2|g_Not1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub|\g_FA1:0:g_FA2           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|g_Add_Sub                          ; 65    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:31:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:31:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:31:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:31:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:31:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:30:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:30:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:30:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:30:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:30:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:29:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:29:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:29:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:29:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:29:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:28:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:28:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:28:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:28:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:28:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:27:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:27:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:27:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:27:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:27:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:26:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:26:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:26:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:26:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:26:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:25:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:25:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:25:MUXI|g_Not     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; g_FetchComponent|g_PCAdder1|MUX1|\G_NBit_MUX:25:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
